accident_index,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,hour_of_day,road_type,speed_limit,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,vehicle_type
ACC000431,3,2,1,5,16,2,30,0,5,4,2,2,5
ACC000432,3,1,1,7,7,2,60,0,4,2,2,1,9
ACC000433,2,2,3,2,9,1,30,2,1,1,1,1,9
ACC000434,3,2,2,4,8,2,50,1,1,1,1,1,1
ACC000435,2,1,4,5,20,2,30,1,4,3,1,1,1
ACC000436,2,1,1,3,13,1,40,2,5,1,1,2,11
ACC000437,3,1,2,6,9,9,70,1,1,4,1,1,3
ACC000438,3,2,1,3,23,2,30,1,1,3,2,2,9
ACC000439,3,2,2,1,16,2,70,2,1,1,2,2,3
ACC000440,2,3,1,6,6,1,20,0,6,1,2,2,11
ACC000441,3,2,1,2,2,12,70,0,6,9,2,1,3
ACC000442,3,2,4,7,15,7,30,0,1,1,2,1,1
ACC000443,3,2,2,1,16,1,50,1,6,1,1,1,1
ACC000444,3,2,2,3,17,2,70,2,4,4,1,1,1
ACC000445,3,1,1,6,11,2,20,0,1,7,1,1,1
ACC000446,3,2,1,4,18,1,30,1,4,9,5,2,9
ACC000447,2,2,1,2,9,7,70,1,1,4,1,1,9
ACC000448,3,1,2,4,1,1,60,4,6,1,3,1,2
ACC000449,3,2,1,1,8,3,40,0,4,1,2,1,3
ACC000450,3,1,4,2,9,9,30,1,1,4,2,1,3
ACC000451,3,3,2,6,17,7,30,4,1,2,1,2,3
ACC000452,3,3,2,5,5,1,30,0,1,1,2,1,3
ACC000453,3,2,1,4,16,6,50,2,6,6,1,1,1
ACC000454,3,3,2,1,20,3,30,1,4,1,1,1,4
ACC000455,3,2,1,2,10,7,30,0,1,2,1,1,11
ACC000456,3,2,1,7,16,3,40,2,1,1,3,2,1
ACC000457,3,4,2,2,8,7,30,4,1,2,2,1,11
ACC000458,2,2,1,1,16,1,60,0,1,1,2,1,1
ACC000459,2,3,4,6,17,9,30,1,1,1,4,2,3
ACC000460,3,3,2,5,12,2,60,2,1,1,2,2,9
ACC000461,3,2,1,5,9,2,30,1,5,2,1,1,5
ACC000462,2,2,2,4,16,9,30,1,4,3,3,2,1
ACC000463,3,3,1,1,13,2,30,4,1,2,1,1,11
ACC000464,3,2,1,1,8,7,50,1,4,8,1,1,1
ACC000465,3,2,3,1,17,2,30,1,6,1,1,1,1
ACC000466,3,3,5,2,16,6,30,1,4,1,2,2,1
ACC000467,2,1,1,3,14,6,60,4,1,5,4,1,1
ACC000468,2,1,4,7,6,1,60,1,5,1,2,2,1
ACC000469,3,2,1,6,17,6,60,2,5,8,1,2,4
ACC000470,3,3,1,1,5,2,30,0,1,1,2,1,1
ACC000471,3,3,2,5,10,9,30,1,1,8,2,1,1
ACC000472,3,2,4,3,12,9,30,0,5,1,2,1,5
ACC000473,3,4,2,4,13,7,70,0,5,6,1,2,3
ACC000474,3,2,2,3,18,9,20,2,4,2,1,1,3
ACC000475,3,2,1,7,0,2,50,1,1,9,1,1,1
ACC000476,3,1,1,7,8,2,60,0,1,1,2,1,1
ACC000477,3,2,3,1,11,6,70,1,5,2,2,1,1
ACC000478,3,1,2,2,9,1,40,1,1,8,2,1,9
ACC000479,3,2,1,1,14,9,70,2,1,2,1,1,11
ACC000480,3,2,1,2,9,2,40,0,1,2,1,1,2
ACC000481,3,2,1,6,15,3,30,0,6,2,2,1,5
ACC000482,3,2,3,2,22,3,30,1,1,2,1,1,1
ACC000483,2,2,1,7,15,7,70,1,1,2,2,1,1
ACC000484,3,1,2,7,10,1,60,1,5,2,4,2,1
ACC000485,3,3,2,1,23,2,50,1,4,6,1,1,3
ACC000486,3,2,1,6,16,2,60,0,5,1,1,2,1
ACC000487,3,2,1,2,12,9,30,0,4,1,3,2,1
ACC000488,3,2,2,4,12,2,30,1,5,7,1,1,1
ACC000489,3,3,2,6,13,12,20,0,1,6,5,2,1
ACC000490,2,1,3,2,9,2,30,2,1,2,3,2,1
ACC000491,3,3,4,4,16,1,60,0,1,2,1,2,1
ACC000492,2,1,2,3,3,1,70,0,5,1,2,1,3
ACC000493,3,4,1,5,12,9,50,0,4,1,1,2,11
ACC000494,3,2,2,3,8,2,20,0,5,2,1,2,1
ACC000495,3,2,1,2,11,2,50,0,1,1,2,1,3
ACC000496,3,2,5,5,3,9,20,0,1,2,1,1,2
ACC000497,3,3,1,4,16,2,30,0,1,1,5,1,4
ACC000498,3,3,2,7,1,9,30,1,1,8,2,2,11
ACC000499,3,2,3,3,4,2,30,4,6,9,2,2,9
ACC000500,3,2,1,6,10,9,30,0,4,2,1,2,4
ACC000501,2,2,4,2,9,12,60,1,4,2,2,1,1
ACC000502,2,2,2,4,7,12,30,2,6,1,1,1,1
ACC000503,3,2,2,3,18,1,30,0,1,4,2,2,5
ACC000504,2,2,1,2,19,3,30,2,1,2,3,2,2
ACC000505,2,4,1,5,20,2,70,0,4,1,1,2,1
ACC000506,2,1,1,7,18,2,70,1,1,6,1,1,1
ACC000507,3,2,2,2,6,1,50,1,4,4,1,1,1
ACC000508,1,2,3,7,12,12,50,0,4,7,3,2,2
ACC000509,3,2,1,5,13,7,30,2,4,3,2,1,1
ACC000510,1,2,4,3,6,12,60,0,7,2,2,1,9
ACC000511,3,3,1,5,17,1,30,1,1,1,2,1,1
ACC000512,1,2,1,4,0,12,60,2,7,7,3,2,1
ACC000513,3,2,1,1,13,2,60,0,6,5,1,2,1
ACC000514,3,3,3,4,14,3,30,0,5,1,3,2,4
ACC000515,2,3,1,6,19,3,70,1,6,1,3,2,5
ACC000516,3,3,1,6,6,3,50,1,7,1,1,1,9
ACC000517,3,1,1,5,17,9,50,0,4,4,1,1,4
ACC000518,2,1,3,2,19,3,70,0,1,9,4,1,4
ACC000519,2,3,2,4,6,12,70,0,1,1,3,1,2
ACC000520,3,2,1,4,21,9,50,1,1,2,5,2,2
ACC000521,3,1,2,3,13,7,70,1,1,1,2,1,9
ACC000522,3,1,1,5,23,3,30,4,5,8,1,1,3
ACC000523,3,2,4,6,11,1,40,2,1,5,1,1,9
ACC000524,3,3,3,6,16,9,50,1,5,5,3,2,11
ACC000525,3,3,1,5,18,1,30,0,1,2,2,1,11
ACC000526,3,2,1,2,12,1,60,1,1,1,1,1,4
ACC000527,3,2,2,4,13,3,30,1,4,1,1,1,11
ACC000528,3,2,4,7,21,9,60,4,6,1,1,2,1
ACC000529,3,2,1,1,17,1,40,0,1,5,1,1,11
ACC000530,3,1,3,5,9,9,30,2,1,4,3,2,1
ACC000531,3,3,1,1,15,1,70,4,1,9,4,2,5
ACC000532,3,2,1,2,18,6,30,2,5,9,3,1,9
ACC000533,3,4,1,6,15,2,30,2,6,2,1,2,3
ACC000534,3,2,2,7,13,2,30,1,1,4,1,1,9
ACC000535,3,3,1,5,11,3,70,0,1,7,1,2,1
ACC000536,2,3,1,2,13,7,30,1,1,5,1,2,1
ACC000537,3,4,2,4,8,6,30,0,4,1,1,1,4
ACC000538,3,2,1,5,18,2,60,1,1,2,5,1,1
ACC000539,3,4,1,2,15,3,70,0,7,1,3,1,11
ACC000540,3,3,1,5,18,12,60,0,1,7,1,1,9
ACC000541,2,2,2,5,7,2,60,1,4,2,1,2,1
ACC000542,3,2,3,1,22,1,20,1,4,1,1,1,11
ACC000543,3,2,1,3,7,12,30,0,1,2,2,1,4
ACC000544,3,2,1,6,13,1,30,2,1,2,2,1,1
ACC000545,3,4,1,5,16,1,30,0,1,1,2,2,11
ACC000546,2,2,2,6,18,1,30,0,5,1,4,2,3
ACC000547,2,1,3,1,13,7,70,1,1,2,1,2,1
ACC000548,2,1,4,6,19,1,60,1,1,2,1,2,9
ACC000549,3,4,1,1,16,12,70,1,1,4,1,2,11
ACC000550,3,2,1,1,16,9,50,2,5,2,1,2,11
ACC000551,3,2,1,7,10,2,30,1,1,5,2,1,1
ACC000552,3,4,1,1,14,3,30,0,5,2,1,1,3
ACC000553,3,3,2,6,13,2,30,2,1,2,1,2,11
ACC000554,3,3,1,6,18,1,30,2,4,5,2,1,1
ACC000555,3,2,1,6,11,6,60,0,1,1,2,1,11
ACC000556,2,2,1,6,7,2,50,0,6,1,1,1,2
ACC000557,3,2,1,5,17,1,50,4,1,1,1,2,1
ACC000558,3,4,2,2,16,2,30,1,4,4,1,1,5
ACC000559,3,2,1,7,11,2,50,2,4,2,3,1,9
ACC000560,3,1,1,5,12,2,50,2,5,3,1,2,1
ACC000561,1,4,1,4,12,3,60,0,6,1,1,1,1
ACC000562,2,2,1,4,9,2,40,0,6,1,2,1,1
ACC000563,3,2,2,6,17,3,60,2,4,1,1,2,1
ACC000564,2,2,5,5,12,12,30,1,1,1,1,1,1
ACC000565,3,1,4,2,21,2,20,1,1,2,1,1,3
ACC000566,3,2,1,1,12,3,50,2,1,1,1,1,9
ACC000567,1,1,1,2,17,3,70,0,1,1,5,1,1
ACC000568,3,2,2,3,11,7,30,2,1,6,2,1,1
ACC000569,2,2,3,7,17,2,60,1,6,1,1,1,1
ACC000570,3,2,1,3,17,2,50,4,1,2,2,1,11
ACC000571,2,3,5,5,17,1,40,0,1,4,1,2,11
ACC000572,3,2,1,4,8,12,60,1,1,1,1,2,9
ACC000573,3,2,1,3,13,3,40,0,1,2,1,1,3
ACC000574,3,2,2,6,17,6,30,1,7,5,2,2,4
ACC000575,3,3,1,7,15,3,40,0,1,7,1,1,3
ACC000576,3,2,1,4,21,2,50,0,1,1,2,1,11
ACC000577,3,2,2,3,9,1,50,1,5,6,3,1,1
ACC000578,2,3,1,2,6,2,70,0,6,2,1,2,5
ACC000579,3,4,1,1,17,9,70,0,1,1,2,1,5
ACC000580,1,2,2,4,19,2,60,2,5,2,5,1,1
ACC000581,3,1,1,6,8,12,70,0,1,9,3,2,9
ACC000582,3,2,3,5,8,6,30,0,4,2,2,1,1
ACC000583,3,2,1,5,5,9,60,2,1,1,2,1,1
ACC000584,3,1,1,6,20,2,40,1,7,2,2,2,5
ACC000585,3,2,1,4,13,2,50,1,4,1,5,2,1
ACC000586,2,2,3,2,2,9,70,1,1,1,1,1,11
ACC000587,3,2,2,3,6,2,30,2,6,1,2,2,9
ACC000588,3,3,1,6,16,6,40,1,4,1,1,2,9
ACC000589,3,2,1,5,21,6,30,0,1,1,1,1,1
ACC000590,3,1,1,5,12,2,30,0,1,1,2,1,11
ACC000591,2,3,1,3,14,1,30,4,4,2,2,2,3
ACC000592,3,2,1,4,18,1,60,1,4,1,1,1,1
ACC000593,3,2,1,4,7,1,40,2,1,1,1,1,1
ACC000594,3,4,2,5,4,12,30,1,4,6,1,1,1
ACC000595,2,3,2,6,13,3,60,0,1,2,4,2,1
ACC000596,3,2,1,4,17,9,40,1,6,2,1,1,5
ACC000597,1,4,1,2,14,2,30,0,1,1,1,1,9
ACC000598,1,2,3,5,12,7,30,0,1,1,3,1,4
ACC000599,3,2,1,6,11,9,40,1,6,1,2,2,9
ACC000600,3,3,1,3,19,12,30,1,1,1,4,1,4
ACC000601,3,2,3,4,16,12,60,2,4,1,4,2,11
ACC000602,3,2,1,3,12,1,30,2,4,1,1,1,9
ACC000603,3,2,1,3,14,2,70,0,1,1,2,2,1
ACC000604,3,2,2,6,16,12,30,2,1,1,2,2,4
ACC000605,3,1,1,7,19,1,40,1,5,2,2,1,11
ACC000606,3,4,1,2,21,1,60,4,1,1,2,2,5
ACC000607,3,3,1,1,8,7,30,1,1,1,1,2,3
ACC000608,1,2,2,2,19,7,30,1,1,2,4,1,2
ACC000609,3,4,1,1,21,12,30,1,6,2,1,1,11
ACC000610,3,2,1,1,14,2,30,0,4,1,1,1,3
ACC000611,2,2,1,5,15,2,60,0,6,4,1,1,1
ACC000612,3,4,2,3,14,2,60,1,6,2,2,1,2
ACC000613,3,1,1,1,9,9,30,1,1,1,5,2,4
ACC000614,3,2,1,1,8,2,20,0,1,5,1,2,3
ACC000615,3,2,2,3,21,1,70,4,6,6,2,2,1
ACC000616,3,4,3,1,11,1,50,2,1,1,1,2,3
ACC000617,2,2,1,1,17,2,60,4,1,1,1,1,1
ACC000618,3,2,1,5,19,9,30,0,1,4,4,2,1
ACC000619,3,3,2,7,7,2,40,1,7,3,4,2,1
ACC000620,3,2,3,2,12,12,70,2,1,1,2,1,11
ACC000621,3,3,2,6,11,12,40,1,1,1,2,1,1
ACC000622,2,1,1,7,8,7,60,0,7,1,1,1,3
ACC000623,3,2,2,6,12,2,50,2,1,2,2,1,9
ACC000624,2,2,2,5,17,2,60,0,4,2,2,2,5
ACC000625,3,2,4,1,17,9,30,2,4,1,1,1,3
ACC000626,3,1,4,3,20,9,70,0,1,2,4,1,11
ACC000627,1,3,1,6,11,2,20,2,6,3,2,1,1
ACC000628,3,2,1,4,13,1,50,1,1,1,2,2,11
ACC000629,3,2,1,1,9,3,30,0,4,1,1,1,1
ACC000630,2,2,2,5,15,3,70,0,1,3,1,1,9
ACC000631,3,2,1,7,10,12,70,2,1,6,2,2,1
ACC000632,3,1,2,5,19,7,70,1,1,2,2,1,5
ACC000633,2,3,1,5,16,12,60,0,4,2,2,2,9
ACC000634,2,3,3,3,11,2,50,1,1,1,1,2,1
ACC000635,1,1,2,6,17,2,60,0,6,1,1,2,1
ACC000636,3,2,1,1,16,2,40,2,1,2,2,2,9
ACC000637,3,1,1,5,17,2,30,0,1,1,2,1,4
ACC000638,3,4,2,1,10,2,70,0,5,1,2,1,1
ACC000639,3,2,1,1,5,2,30,4,1,1,2,1,3
ACC000640,2,2,2,5,11,2,60,1,6,1,3,2,1
ACC000641,2,2,2,1,15,2,30,0,1,1,3,2,9
ACC000642,3,3,2,7,18,9,70,2,4,1,1,1,5
ACC000643,3,2,1,3,18,2,70,2,7,1,1,1,1
ACC000644,3,2,1,1,12,9,30,0,1,1,1,2,1
ACC000645,2,2,2,3,9,3,30,0,1,6,2,2,1
ACC000646,3,3,1,2,17,1,70,0,5,2,1,1,1
ACC000647,3,2,2,1,11,6,30,2,4,2,2,1,1
ACC000648,3,1,1,3,14,1,60,1,5,4,1,2,5
ACC000649,3,2,1,3,21,9,30,0,1,2,2,2,11
ACC000650,3,1,2,3,11,6,30,2,1,1,1,1,2
ACC000651,3,3,2,7,16,9,60,4,1,2,1,1,1
ACC000652,1,4,2,4,15,12,50,1,5,2,4,1,11
ACC000653,3,2,1,6,16,1,70,0,4,3,1,2,11
ACC000654,3,2,1,6,7,12,60,0,4,1,4,2,9
ACC000655,2,3,2,4,15,2,60,0,1,1,1,1,1
ACC000656,3,2,1,7,9,9,60,0,6,1,1,2,1
ACC000657,3,2,1,7,16,2,30,2,4,1,1,1,1
ACC000658,3,2,3,4,12,12,30,1,1,2,2,2,1
ACC000659,3,2,3,2,14,2,60,4,5,2,1,1,4
ACC000660,2,4,1,4,8,2,30,0,1,1,4,2,3
ACC000661,3,1,1,3,15,2,30,1,1,9,2,1,11
ACC000662,3,2,1,3,20,9,50,0,1,2,2,1,4
ACC000663,3,2,3,5,7,6,30,4,4,1,4,1,1
ACC000664,2,2,4,5,8,12,60,4,4,1,1,1,9
ACC000665,3,2,1,4,10,1,40,0,1,1,3,1,11
ACC000666,3,2,1,1,1,2,60,1,1,1,3,1,9
ACC000667,3,4,1,2,2,2,60,1,4,1,2,2,5
ACC000668,3,2,1,6,16,12,70,2,4,1,1,2,1
ACC000669,3,2,1,5,16,2,70,4,1,1,2,1,9
ACC000670,2,3,1,7,5,2,60,0,4,1,5,2,1
ACC000671,3,2,4,1,18,9,20,0,1,6,1,1,1
ACC000672,2,1,2,1,3,1,30,2,1,1,1,1,1
ACC000673,3,2,3,3,13,2,60,2,5,2,2,2,1
ACC000674,2,2,2,4,10,3,60,4,6,1,2,1,3
ACC000675,3,3,1,2,16,6,30,0,4,9,1,2,3
ACC000676,3,2,4,7,19,9,30,0,5,1,3,1,1
ACC000677,3,2,1,3,16,9,70,1,4,1,4,2,4
ACC000678,2,4,2,4,11,9,50,1,1,8,1,2,9
ACC000679,3,2,2,3,8,2,60,1,4,5,5,1,5
ACC000680,3,4,2,6,21,6,30,0,4,4,1,2,1
ACC000681,3,2,4,6,16,1,40,1,4,1,1,1,1
ACC000682,3,2,3,7,8,3,30,0,4,1,1,1,1
ACC000683,3,1,2,1,6,7,30,0,7,2,1,1,9
ACC000684,2,2,1,1,18,9,70,2,4,6,5,1,11
ACC000685,3,1,1,5,11,3,70,1,1,2,1,1,5
ACC000686,3,2,2,1,8,3,20,0,1,2,2,1,3
ACC000687,3,3,4,7,13,2,60,1,5,1,1,1,1
ACC000688,3,2,1,3,12,9,30,1,1,4,1,2,1
ACC000689,3,2,1,5,12,2,30,1,4,1,5,1,1
ACC000690,2,2,1,2,7,9,40,0,1,1,2,1,1
ACC000691,3,3,4,4,11,9,70,1,4,1,2,1,3
ACC000692,3,2,1,2,15,3,30,1,1,2,2,1,1
ACC000693,3,3,3,4,14,2,30,1,1,1,1,1,3
ACC000694,2,2,2,2,9,9,60,0,4,1,1,2,3
ACC000695,3,1,2,7,19,2,60,0,4,2,1,1,1
ACC000696,2,1,1,7,19,3,30,2,1,1,5,2,1
ACC000697,3,2,1,1,3,2,50,0,1,2,2,2,1
ACC000698,3,1,1,4,11,3,50,4,1,1,1,1,1
ACC000699,3,3,1,5,10,2,30,4,1,2,1,1,2
ACC000700,3,2,2,1,21,2,30,2,4,2,4,1,2
ACC000701,3,2,1,1,19,9,60,2,1,1,1,1,9
ACC000702,1,1,1,1,11,9,50,4,4,1,1,1,5
ACC000703,3,4,2,5,14,9,50,0,1,1,1,2,3
ACC000704,3,2,2,6,22,3,70,1,7,1,4,1,1
ACC000705,3,2,1,3,15,2,70,0,5,9,2,1,4
ACC000706,3,1,3,2,15,2,30,0,1,1,2,1,11
ACC000707,3,4,4,6,10,2,30,0,7,4,1,2,4
ACC000708,3,2,1,2,2,12,30,0,4,1,1,1,1
ACC000709,3,1,1,2,12,3,30,0,1,2,1,2,4
ACC000710,3,1,2,3,13,2,70,1,1,4,4,1,9
ACC000711,3,2,1,4,14,2,70,4,4,2,4,2,9
ACC000712,3,2,1,6,14,2,50,1,1,2,1,1,1
ACC000713,3,3,1,5,15,9,30,1,1,1,1,2,1
ACC000714,3,3,2,5,21,1,30,0,1,1,4,1,2
ACC000715,3,2,2,3,8,6,20,0,1,6,1,2,1
ACC000716,1,2,1,4,12,9,30,1,1,5,1,2,9
ACC000717,2,2,1,2,15,1,20,0,1,8,1,1,5
ACC000718,1,2,3,5,21,1,30,1,1,1,2,2,3
ACC000719,2,3,2,3,17,1,60,4,6,3,4,2,1
ACC000720,3,1,1,7,15,1,30,2,4,7,1,2,2
ACC000721,2,2,3,2,18,7,30,0,6,1,1,2,1
ACC000722,2,1,2,2,6,1,30,2,1,1,1,2,5
ACC000723,2,3,3,5,16,2,50,0,7,3,1,1,5
ACC000724,3,3,2,5,15,12,60,4,5,2,4,1,1
ACC000725,3,2,2,5,5,3,30,1,5,5,1,2,1
ACC000726,3,4,1,6,18,1,70,0,6,1,1,1,1
ACC000727,3,2,4,4,3,1,70,0,6,4,2,1,4
ACC000728,3,1,1,3,8,1,40,1,4,1,1,1,1
ACC000729,3,2,3,1,8,1,30,1,4,1,1,1,1
ACC000730,2,2,5,7,20,9,60,2,1,1,1,1,1
ACC000731,3,2,1,2,11,1,60,4,1,4,2,1,1
ACC000732,2,2,1,4,15,1,70,0,1,2,1,2,5
ACC000733,3,2,2,7,9,7,70,1,1,2,5,1,5
ACC000734,3,2,1,4,18,9,30,2,7,1,1,1,1
ACC000735,3,2,1,2,16,6,20,1,4,5,4,1,4
ACC000736,3,2,1,5,19,1,40,4,4,1,1,2,9
ACC000737,3,2,2,1,9,2,50,0,1,4,2,1,11
ACC000738,3,4,1,6,12,1,30,1,1,1,5,1,2
ACC000739,2,2,2,6,14,9,30,0,1,1,2,1,1
ACC000740,3,1,1,2,20,3,30,0,1,2,1,1,9
ACC000741,3,1,1,5,15,2,60,0,4,1,2,2,1
ACC000742,3,2,1,5,18,1,30,1,1,3,1,1,4
ACC000743,3,3,3,2,12,7,30,2,1,2,1,2,9
ACC000744,3,2,3,2,10,1,30,0,4,1,3,1,11
ACC000745,3,2,1,3,8,2,30,0,1,6,2,1,9
ACC000746,2,1,1,2,10,2,60,0,1,1,1,2,3
ACC000747,1,2,2,6,22,3,50,0,1,2,1,1,1
ACC000748,3,3,3,7,0,1,30,1,4,6,2,2,9
ACC000749,3,1,2,4,11,1,30,4,1,2,1,1,1
ACC000750,2,4,1,5,0,7,70,2,1,1,1,2,1
ACC000751,3,1,1,6,11,6,60,1,4,7,1,1,9
ACC000752,3,4,2,1,22,3,30,2,1,2,2,2,1
ACC000753,3,2,2,2,6,1,40,2,4,1,1,1,9
ACC000754,3,1,2,6,17,2,30,1,1,1,1,1,2
ACC000755,3,2,2,3,15,9,30,1,5,4,3,2,3
ACC000756,3,4,2,2,19,2,60,2,4,2,3,2,3
ACC000757,3,3,1,6,20,1,30,2,1,2,1,1,1
ACC000758,3,2,3,1,18,6,70,1,5,6,1,2,11
ACC000759,3,2,1,6,8,2,70,2,6,4,2,2,9
ACC000760,2,1,2,7,16,3,60,1,4,1,2,1,9
ACC000761,3,2,1,7,19,1,30,1,1,1,1,1,9
ACC000762,3,2,1,2,5,7,40,1,4,1,2,2,5
ACC000763,1,2,1,7,19,1,40,1,1,3,2,1,3
ACC000764,3,2,1,7,20,1,50,2,1,1,3,1,3
ACC000765,3,1,1,6,17,1,40,0,4,2,1,2,5
ACC000766,3,3,4,1,16,7,40,1,6,4,1,2,5
ACC000767,3,1,1,7,21,7,30,0,1,5,1,1,4
ACC000768,3,1,2,2,17,2,70,4,1,1,4,1,9
ACC000769,2,3,1,7,9,2,40,4,1,4,1,2,1
ACC000770,3,3,1,1,12,2,70,0,1,1,2,1,11
ACC000771,3,3,2,7,21,2,30,2,1,5,5,1,1
ACC000772,3,2,1,2,18,2,60,1,1,1,4,1,3
ACC000773,3,2,1,4,9,3,30,1,1,1,1,1,9
ACC000774,3,2,1,6,10,1,70,0,1,4,3,1,1
ACC000775,3,2,1,7,13,7,70,0,1,1,2,1,1
ACC000776,3,2,5,7,9,1,30,0,7,1,3,1,9
ACC000777,3,3,1,6,3,2,40,2,1,3,1,1,2
ACC000778,1,2,2,2,14,2,60,1,1,3,2,1,9
ACC000779,3,2,1,2,19,1,40,1,5,2,2,1,1
ACC000780,2,3,3,5,6,2,70,0,5,2,2,2,3
ACC000781,3,2,3,1,10,7,70,0,5,2,2,1,9
ACC000782,3,2,1,2,15,9,60,2,1,1,1,1,9
ACC000783,3,2,2,5,19,3,30,1,1,1,1,2,1
ACC000784,3,2,1,1,11,12,60,4,6,1,2,1,4
ACC000785,3,2,2,4,7,7,50,1,5,6,1,2,5
ACC000786,3,2,1,4,23,6,30,0,4,2,1,1,9
ACC000787,3,1,1,5,15,9,30,0,1,1,5,1,4
ACC000788,3,2,1,1,21,7,70,0,1,2,1,1,11
ACC000789,2,4,2,2,10,3,30,1,1,7,1,1,1
ACC000790,3,1,1,6,17,9,60,0,1,1,1,2,9
ACC000791,3,2,2,7,9,1,30,1,1,2,1,2,4
ACC000792,2,1,1,1,9,6,20,2,6,2,3,2,1
ACC000793,3,3,1,7,10,7,30,2,1,2,1,2,1
ACC000794,3,2,1,6,11,1,30,1,1,1,2,2,11
ACC000795,3,2,2,5,6,9,50,1,1,5,1,1,1
ACC000796,2,2,2,4,13,2,70,1,1,7,2,1,1
ACC000797,3,2,1,4,11,12,60,0,1,2,2,1,1
ACC000798,3,4,3,1,15,2,50,1,1,2,2,1,9
ACC000799,3,2,2,5,18,3,70,0,1,6,3,2,1
ACC000800,3,2,1,2,11,2,30,2,4,3,4,1,1
ACC000801,3,2,1,3,10,1,30,1,1,1,5,2,2
ACC000802,3,3,1,5,11,6,40,1,6,2,2,1,1
ACC000803,3,2,1,6,18,1,40,0,1,2,2,2,1
ACC000804,3,2,2,3,6,9,30,1,1,1,1,1,4
ACC000805,3,2,1,4,9,3,40,1,1,3,1,2,9
ACC000806,3,3,2,4,18,3,20,2,1,7,1,2,2
ACC000807,2,1,1,6,15,3,60,1,4,6,2,1,9
ACC000808,2,3,4,6,6,9,70,2,1,2,1,1,3
ACC000809,3,1,2,1,17,1,60,1,1,1,1,1,1
ACC000810,1,2,1,7,10,12,40,0,5,9,2,2,3
ACC000811,3,1,1,4,10,1,70,1,4,5,1,1,1
ACC000812,3,2,2,5,13,1,70,0,1,1,2,2,5
ACC000813,2,2,1,2,10,2,40,0,1,6,2,1,1
ACC000814,3,2,1,2,17,7,20,1,1,5,4,1,4
ACC000815,3,2,1,7,17,2,20,1,1,2,1,2,1
ACC000816,2,4,2,3,8,1,30,4,1,2,1,2,1
ACC000817,3,2,1,2,8,2,30,1,1,1,1,2,1
ACC000818,3,2,1,7,6,2,70,0,1,1,1,2,3
ACC000819,3,2,2,4,8,6,30,0,1,1,1,2,1
ACC000820,3,1,1,4,12,1,40,1,1,4,2,1,4
ACC000821,3,2,1,6,12,3,40,0,1,1,2,1,1
ACC000822,2,2,1,4,9,2,50,1,1,1,2,2,4
ACC000823,3,2,2,4,14,2,30,0,4,1,2,1,2
ACC000824,3,2,2,6,20,3,60,4,1,2,1,1,5
ACC000825,3,3,1,4,16,1,50,0,1,6,4,1,9
ACC000826,2,1,3,2,17,2,70,1,4,1,3,2,11
ACC000827,3,2,1,3,14,6,50,0,6,1,1,1,9
ACC000828,2,2,2,3,13,7,40,0,6,3,1,1,11
ACC000829,2,2,2,4,15,2,30,0,1,2,1,1,1
ACC000830,3,4,1,3,19,12,60,4,1,1,2,1,1
ACC000831,3,2,2,5,7,7,60,0,1,2,1,1,1
ACC000832,3,2,4,4,11,12,20,0,1,1,2,1,11
ACC000833,3,2,2,2,14,7,30,0,1,1,1,1,3
ACC000834,2,1,1,1,14,9,70,4,4,2,1,1,11
ACC000835,3,2,2,6,21,9,70,2,6,1,1,1,1
ACC000836,3,2,3,6,6,3,30,0,4,6,5,2,11
ACC000837,3,2,1,5,10,9,30,2,4,1,1,1,11
ACC000838,3,3,1,3,12,3,60,0,1,2,3,2,9
ACC000839,3,3,2,4,13,1,20,2,1,2,3,1,9
ACC000840,3,2,1,1,18,1,70,2,7,1,1,2,3
ACC000841,3,2,2,2,13,1,40,4,4,2,1,1,9
ACC000842,1,2,2,7,5,9,30,1,1,1,3,2,1
ACC000843,3,1,1,3,9,2,40,2,1,8,2,1,1
ACC000844,2,2,1,6,11,1,40,1,1,1,1,2,1
ACC000845,3,1,1,5,17,1,70,0,5,1,4,1,1
ACC000846,3,1,2,2,17,3,50,0,6,1,1,1,11
ACC000847,3,2,3,2,23,9,60,4,1,9,1,2,1
ACC000848,3,2,1,4,7,9,70,2,1,2,1,1,2
ACC000849,3,2,5,7,9,2,30,2,1,2,2,2,3
ACC000850,3,2,2,4,13,3,30,0,1,1,1,1,9
ACC000851,3,1,1,6,10,12,30,0,1,3,3,1,1
ACC000852,2,2,2,2,6,1,60,0,1,1,1,2,4
ACC000853,3,2,4,5,10,6,60,1,1,6,1,1,11
ACC000854,3,2,3,2,10,2,30,0,5,1,3,2,5
ACC000855,1,1,1,7,10,1,60,0,1,1,3,1,3
ACC000856,2,4,2,4,21,2,70,1,1,1,1,1,1
ACC000857,3,3,3,5,15,2,30,1,6,2,2,1,2
ACC000858,3,2,1,4,17,9,70,1,6,2,2,1,3
ACC000859,1,1,2,5,6,2,60,0,1,1,2,1,1
ACC000860,3,3,2,1,8,6,50,4,4,4,2,2,11
ACC000861,2,3,3,1,8,7,30,0,1,2,3,1,9
ACC000862,3,2,2,7,17,7,40,2,4,2,3,2,3
ACC000863,3,2,2,7,7,2,60,1,4,1,3,2,1
ACC000864,3,1,1,6,18,9,60,1,1,1,1,1,1
